ID,Type,Name,LongName,Parent,Component,NumAttr,NumOps,NumPubOps,Setters,Getters,Nesting,IFImpl,NOC,NumDesc,NumAnc,DIT,CLD,OpsInh,AttrInh,Dep_Out,Dep_In,NumAssEl_ssc,NumAssEl_sb,NumAssEl_nsb,EC_Attr,IC_Attr,EC_Par,IC_Par,Connectors,InstSpec,LLInst,MsgSent,MsgRecv,MsgSelf,Diags,Assoc,NumDirClients,NumIndClients,BugNo,Label
L10476,Class,XSLTErrorResources_de,org.apache.xalan.res.XSLTErrorResources_de,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L10989,Class,XSLTErrorResources_es,org.apache.xalan.res.XSLTErrorResources_es,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L11498,Class,XSLTErrorResources_fr,org.apache.xalan.res.XSLTErrorResources_fr,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L12007,Class,XSLTErrorResources_hu,org.apache.xalan.res.XSLTErrorResources_hu,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L12516,Class,XSLTErrorResources_it,org.apache.xalan.res.XSLTErrorResources_it,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L13025,Class,XSLTErrorResources_ja,org.apache.xalan.res.XSLTErrorResources_ja,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L13534,Class,XSLTErrorResources_ko,org.apache.xalan.res.XSLTErrorResources_ko,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L14043,Class,XSLTErrorResources_pl,org.apache.xalan.res.XSLTErrorResources_pl,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L14552,Class,XSLTErrorResources_pt_BR,org.apache.xalan.res.XSLTErrorResources_pt_BR,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L15061,Class,XSLTErrorResources_ru,org.apache.xalan.res.XSLTErrorResources_ru,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L15570,Class,XSLTErrorResources_sk,org.apache.xalan.res.XSLTErrorResources_sk,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L16114,Class,XSLTErrorResources_tr,org.apache.xalan.res.XSLTErrorResources_tr,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L16623,Class,XSLTErrorResources_zh_CN,org.apache.xalan.res.XSLTErrorResources_zh_CN,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L17132,Class,XSLTErrorResources_zh_TW,org.apache.xalan.res.XSLTErrorResources_zh_TW,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L9458,Class,XSLTErrorResources_ca,org.apache.xalan.res.XSLTErrorResources_ca,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L9967,Class,XSLTErrorResources_cs,org.apache.xalan.res.XSLTErrorResources_cs,L8968,L103,244,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L10449,Class,XSLTErrorResources_cs,org.apache.xalan.res.XSLTErrorResources_cs,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L10955,Class,XSLTErrorResources_de,org.apache.xalan.res.XSLTErrorResources_de,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L11465,Class,XSLTErrorResources_es,org.apache.xalan.res.XSLTErrorResources_es,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L11971,Class,XSLTErrorResources_fr,org.apache.xalan.res.XSLTErrorResources_fr,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L12477,Class,XSLTErrorResources_hu,org.apache.xalan.res.XSLTErrorResources_hu,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L12983,Class,XSLTErrorResources_it,org.apache.xalan.res.XSLTErrorResources_it,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L13489,Class,XSLTErrorResources_ja,org.apache.xalan.res.XSLTErrorResources_ja,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L13995,Class,XSLTErrorResources_ko,org.apache.xalan.res.XSLTErrorResources_ko,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L14501,Class,XSLTErrorResources_pl,org.apache.xalan.res.XSLTErrorResources_pl,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L15007,Class,XSLTErrorResources_pt_BR,org.apache.xalan.res.XSLTErrorResources_pt_BR,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L15513,Class,XSLTErrorResources_ru,org.apache.xalan.res.XSLTErrorResources_ru,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L16019,Class,XSLTErrorResources_sk,org.apache.xalan.res.XSLTErrorResources_sk,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L16557,Class,XSLTErrorResources_tr,org.apache.xalan.res.XSLTErrorResources_tr,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L17063,Class,XSLTErrorResources_zh_CN,org.apache.xalan.res.XSLTErrorResources_zh_CN,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L17569,Class,XSLTErrorResources_zh_TW,org.apache.xalan.res.XSLTErrorResources_zh_TW,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L9943,Class,XSLTErrorResources_ca,org.apache.xalan.res.XSLTErrorResources_ca,L9463,L103,243,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L6737,Class,EscherAggregate,org.apache.poi.hssf.record.EscherAggregate,L13365,L103,209,20,10,1,6,0,0,0,0,2,2,0,33,3,0,0,0,0,2,0,2,0,22,0,0,0,0,0,0,0,,,,4,1
L6259,Class,EscherAggregate,org.apache.poi.hssf.record.EscherAggregate,L12049,L103,208,20,10,1,6,0,0,0,0,2,2,0,31,3,0,0,0,0,2,0,1,0,22,0,0,0,0,0,0,0,,,,1,1
L32997,Class,SchemaSymbols,org.apache.xerces.impl.xs.SchemaSymbols,L31394,L103,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,2,1
L66875,Class,XPATHErrorResources,org.apache.xpath.res.XPATHErrorResources,L66853,L103,149,3,2,0,2,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,1,16,4,0,0,0,0,0,0,0,,,,1,1
L49394,Class,XPATHErrorResources,org.apache.xpath.res.XPATHErrorResources,L49380,L103,135,3,2,0,2,0,0,10,10,1,1,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,,,,1,1
L65139,Class,XPATHErrorResources_ca,org.apache.xpath.res.XPATHErrorResources_ca,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L65475,Class,XPATHErrorResources_cs,org.apache.xpath.res.XPATHErrorResources_cs,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L65811,Class,XPATHErrorResources_de,org.apache.xpath.res.XPATHErrorResources_de,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L66151,Class,XPATHErrorResources_es,org.apache.xpath.res.XPATHErrorResources_es,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L66487,Class,XPATHErrorResources_fr,org.apache.xpath.res.XPATHErrorResources_fr,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L66823,Class,XPATHErrorResources_hu,org.apache.xpath.res.XPATHErrorResources_hu,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L67159,Class,XPATHErrorResources_it,org.apache.xpath.res.XPATHErrorResources_it,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L67495,Class,XPATHErrorResources_ja,org.apache.xpath.res.XPATHErrorResources_ja,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L67831,Class,XPATHErrorResources_ko,org.apache.xpath.res.XPATHErrorResources_ko,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L68167,Class,XPATHErrorResources_pl,org.apache.xpath.res.XPATHErrorResources_pl,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L68503,Class,XPATHErrorResources_pt_BR,org.apache.xpath.res.XPATHErrorResources_pt_BR,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L68839,Class,XPATHErrorResources_ru,org.apache.xpath.res.XPATHErrorResources_ru,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L69175,Class,XPATHErrorResources_sk,org.apache.xpath.res.XPATHErrorResources_sk,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L69549,Class,XPATHErrorResources_tr,org.apache.xpath.res.XPATHErrorResources_tr,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L69885,Class,XPATHErrorResources_zh_CN,org.apache.xpath.res.XPATHErrorResources_zh_CN,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L70221,Class,XPATHErrorResources_zh_TW,org.apache.xpath.res.XPATHErrorResources_zh_TW,L64915,L103,135,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L64937,Class,XPATHErrorResources,org.apache.xpath.res.XPATHErrorResources,L64915,L103,135,3,2,0,2,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,2,16,4,0,0,0,0,0,0,0,,,,6,1
L67057,Class,XPATHErrorResources_ca,org.apache.xpath.res.XPATHErrorResources_ca,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L67391,Class,XPATHErrorResources_cs,org.apache.xpath.res.XPATHErrorResources_cs,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L67725,Class,XPATHErrorResources_de,org.apache.xpath.res.XPATHErrorResources_de,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L68063,Class,XPATHErrorResources_es,org.apache.xpath.res.XPATHErrorResources_es,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L68397,Class,XPATHErrorResources_fr,org.apache.xpath.res.XPATHErrorResources_fr,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L68731,Class,XPATHErrorResources_hu,org.apache.xpath.res.XPATHErrorResources_hu,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L69065,Class,XPATHErrorResources_it,org.apache.xpath.res.XPATHErrorResources_it,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L69399,Class,XPATHErrorResources_ja,org.apache.xpath.res.XPATHErrorResources_ja,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L69733,Class,XPATHErrorResources_ko,org.apache.xpath.res.XPATHErrorResources_ko,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L70067,Class,XPATHErrorResources_pl,org.apache.xpath.res.XPATHErrorResources_pl,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L70401,Class,XPATHErrorResources_pt_BR,org.apache.xpath.res.XPATHErrorResources_pt_BR,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L70735,Class,XPATHErrorResources_ru,org.apache.xpath.res.XPATHErrorResources_ru,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L71069,Class,XPATHErrorResources_sk,org.apache.xpath.res.XPATHErrorResources_sk,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L71439,Class,XPATHErrorResources_tr,org.apache.xpath.res.XPATHErrorResources_tr,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L71773,Class,XPATHErrorResources_zh_CN,org.apache.xpath.res.XPATHErrorResources_zh_CN,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L72107,Class,XPATHErrorResources_zh_TW,org.apache.xpath.res.XPATHErrorResources_zh_TW,L66853,L103,134,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L32162,Class,SchemaSymbols,org.apache.xerces.validators.schema.SchemaSymbols,L30862,L103,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,1
L45806,Class,XPATHErrorResources,org.apache.xpath.res.XPATHErrorResources,L45803,L103,126,8,7,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,,,,0,0
L30134,Class,SchemaSymbols,org.apache.xerces.validators.schema.SchemaSymbols,L29853,L103,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,0
L26373,Class,ErrorMsg,org.apache.xalan.xsltc.compiler.util.ErrorMsg,L32375,L103,112,17,14,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,5,29,0,0,0,0,0,0,0,,,,3,1
L25546,Class,ErrorMsg,org.apache.xalan.xsltc.compiler.util.ErrorMsg,L31539,L103,108,15,12,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,5,29,0,0,0,0,0,0,0,,,,2,1
L16771,Class,ErrorMsg,org.apache.xalan.xsltc.compiler.util.ErrorMsg,L22010,L103,102,15,12,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,5,29,0,0,0,0,0,0,0,,,,2,1
L2972,Class,ErrorMsg,org.apache.xalan.xsltc.compiler.util.ErrorMsg,L8214,L103,92,17,15,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,5,24,0,0,0,0,0,0,0,,,,0,0
L6878,Class,XmlParser,com.microstar.xml.XmlParser,L6736,L103,91,117,27,8,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,116,0,0,0,0,0,0,0,,,,0,0
L282,Class,XmlParser,com.microstar.xml.XmlParser,L106,L103,91,117,27,8,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,116,0,0,0,0,0,0,0,,,,0,0
L11190,Class,SynapseConstants,org.apache.synapse.SynapseConstants,L106,L103,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,4,1
L19484,Class,XMLValidator,org.apache.xerces.validators.common.XMLValidator,L26585,L103,88,94,55,10,16,0,5,0,0,0,0,0,0,0,0,0,5,5,13,0,7,0,65,0,0,0,0,0,0,0,,,,19,1
L19036,Class,XMLValidator,org.apache.xerces.validators.common.XMLValidator,L26129,L103,83,86,51,9,16,0,4,0,0,0,0,0,0,0,0,0,5,5,13,0,5,0,57,0,0,0,0,0,0,0,,,,2,1
L46768,Class,XMLErrorResources,org.apache.xml.res.XMLErrorResources,L46746,L103,80,3,2,0,2,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,2,16,4,0,0,0,0,0,0,0,,,,2,1
L35172,Class,XMLErrorResources,org.apache.xml.res.XMLErrorResources,L35158,L103,78,3,2,0,2,0,0,10,10,1,1,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,,,,1,1
L46904,Class,XMLErrorResources_ca,org.apache.xml.res.XMLErrorResources_ca,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L47080,Class,XMLErrorResources_cs,org.apache.xml.res.XMLErrorResources_cs,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L47256,Class,XMLErrorResources_de,org.apache.xml.res.XMLErrorResources_de,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L47436,Class,XMLErrorResources_es,org.apache.xml.res.XMLErrorResources_es,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L47612,Class,XMLErrorResources_fr,org.apache.xml.res.XMLErrorResources_fr,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L47788,Class,XMLErrorResources_hu,org.apache.xml.res.XMLErrorResources_hu,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L47964,Class,XMLErrorResources_it,org.apache.xml.res.XMLErrorResources_it,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L48140,Class,XMLErrorResources_ja,org.apache.xml.res.XMLErrorResources_ja,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L48316,Class,XMLErrorResources_ko,org.apache.xml.res.XMLErrorResources_ko,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L48492,Class,XMLErrorResources_pl,org.apache.xml.res.XMLErrorResources_pl,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L48668,Class,XMLErrorResources_pt_BR,org.apache.xml.res.XMLErrorResources_pt_BR,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L48844,Class,XMLErrorResources_ru,org.apache.xml.res.XMLErrorResources_ru,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L49020,Class,XMLErrorResources_sk,org.apache.xml.res.XMLErrorResources_sk,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L49215,Class,XMLErrorResources_tr,org.apache.xml.res.XMLErrorResources_tr,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L49391,Class,XMLErrorResources_zh_CN,org.apache.xml.res.XMLErrorResources_zh_CN,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L49567,Class,XMLErrorResources_zh_TW,org.apache.xml.res.XMLErrorResources_zh_TW,L46746,L103,78,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,1,1
L50436,Class,XMLErrorResources_zh_CN,org.apache.xml.res.XMLErrorResources_zh_CN,L47876,L103,77,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,1,1
L47994,Class,XMLErrorResources_ca,org.apache.xml.res.XMLErrorResources_ca,L47876,L103,77,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L48167,Class,XMLErrorResources_cs,org.apache.xml.res.XMLErrorResources_cs,L47876,L103,77,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L48340,Class,XMLErrorResources_de,org.apache.xml.res.XMLErrorResources_de,L47876,L103,77,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
L48517,Class,XMLErrorResources_es,org.apache.xml.res.XMLErrorResources_es,L47876,L103,77,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,2,1
