ID,Type,Name,LongName,Parent,Component,NumAttr,NumOps,NumPubOps,Setters,Getters,Nesting,IFImpl,NOC,NumDesc,NumAnc,DIT,CLD,OpsInh,AttrInh,Dep_Out,Dep_In,NumAssEl_ssc,NumAssEl_sb,NumAssEl_nsb,EC_Attr,IC_Attr,EC_Par,IC_Par,Connectors,InstSpec,LLInst,MsgSent,MsgRecv,MsgSelf,Diags,Assoc,NumDirClients,NumIndClients,BugNo,Label
L1029,Class,TargetPlatform,org.eclipse.pde.core.plugin.TargetPlatform,L457,L103,5,13,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,,,,1,1
L10309,class,Block,org.apache.lucene.store.je.Block,L10286,L103,2,6,0,0,3,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,3,0,0,0,0,0,0,0,,,,0,0
L10315,class,File,org.apache.lucene.store.je.File,L10286,L103,7,11,0,1,4,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,3,1,10,0,0,0,0,0,0,0,,,,0,0
L10333,class,JEDirectory,org.apache.lucene.store.je.JEDirectory,L10286,L103,5,15,15,1,0,0,0,0,0,1,1,0,19,1,0,0,2,2,0,0,3,9,21,0,0,0,0,0,0,0,,,,0,0
L10362,Class,FrameworkCommandInterpreter,org.eclipse.osgi.framework.internal.core.FrameworkCommandInterpreter,L10129,L103,9,21,11,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,22,0,0,0,0,0,0,0,,,,0,0
L10371,Class,FrameworkConsole,org.eclipse.osgi.framework.internal.core.FrameworkConsole,L10129,L103,12,19,11,0,7,0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,5,1,16,0,0,0,0,0,0,0,,,,3,1
L10395,Class,DegreeOfSeparation,org.eclipse.mylyn.internal.context.core.DegreeOfSeparation,L9622,L103,2,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,,,0,0
L10436,class,JEIndexOutput,org.apache.lucene.store.je.JEIndexOutput,L10286,L103,5,8,7,0,1,0,0,0,0,1,1,0,17,3,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,0
L10442,class,IndexOutput,org.apache.lucene.store.IndexOutput,L10239,L103,3,17,17,1,1,0,0,5,7,0,0,2,0,0,0,0,1,1,6,0,1,28,3,0,0,0,0,0,0,0,,,,0,0
L10462,class,IndexInput,org.apache.lucene.store.IndexInput,L10239,L103,3,17,16,1,1,0,1,12,19,0,0,3,0,0,0,0,1,1,8,5,0,54,3,0,0,0,0,0,0,0,,,,0,0
L10466,class,JEIndexInput,org.apache.lucene.store.je.JEIndexInput,L10286,L103,2,8,7,0,1,0,0,0,0,1,1,0,17,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,,,,0,0
L10472,class,Lock,org.apache.lucene.store.Lock,L10239,L103,3,4,4,0,1,0,0,9,9,0,0,1,0,0,0,0,0,0,2,1,1,12,0,0,0,0,0,0,0,0,,,,1,1
L10476,class,JELock,org.apache.lucene.store.je.JELock,L10286,L103,1,4,4,0,1,0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0
L10530,Class,FrameworkCommandProvider,org.eclipse.osgi.framework.internal.core.FrameworkCommandProvider,L10129,L103,3,67,54,0,8,0,2,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,80,0,0,0,0,0,0,0,,,,5,1
L10591,Class,InteractionContextExternalizer,org.eclipse.mylyn.internal.context.core.InteractionContextExternalizer,L9622,L103,16,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,0,0,0,0,0,0,0,,,,0,0
L10626,Class,SaxContextWriter,org.eclipse.mylyn.internal.context.core.SaxContextWriter,L9622,L103,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,,,,1,1
L10637,class,Block,org.apache.lucene.store.db.Block,L10614,L103,2,6,0,0,3,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,3,0,0,0,0,0,0,0,,,,0,0
L10642,class,File,org.apache.lucene.store.db.File,L10614,L103,7,11,0,1,4,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,3,1,10,0,0,0,0,0,0,0,,,,0,0
L10660,class,DbDirectory,org.apache.lucene.store.db.DbDirectory,L10614,L103,5,17,17,2,0,0,0,0,0,1,1,0,19,1,0,0,2,2,0,0,3,9,25,0,0,0,0,0,0,0,,,,0,0
L10666,Class,SaxContextReader,org.eclipse.mylyn.internal.context.core.SaxContextReader,L9622,L103,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,,,,1,1
L1067,Class,GzipPostMethod,org.eclipse.mylyn.internal.bugzilla.core.GzipPostMethod,L109,L103,1,3,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,,,,0,0
L10704,class,DbIndexOutput,org.apache.lucene.store.db.DbIndexOutput,L10614,L103,5,8,7,0,1,0,0,0,0,1,1,0,17,3,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,0
L10730,class,DbIndexInput,org.apache.lucene.store.db.DbIndexInput,L10614,L103,2,8,7,0,1,0,0,0,0,1,1,0,17,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,,,,0,0
L10737,class,DbLock,org.apache.lucene.store.db.DbLock,L10614,L103,1,4,4,0,1,0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0
L10858,Class,ServiceReferenceImpl,org.eclipse.osgi.framework.internal.core.ServiceReferenceImpl,L10129,L103,0,14,9,0,10,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,15,0,0,0,0,0,0,0,,,,1,1
L10871,class,SanityLoadLibrary,org.apache.lucene.store.db.SanityLoadLibrary,L10614,L103,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0
L10905,class,FieldSetting,org.apache.lucene.store.instantiated.FieldSetting,L10876,L103,9,4,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,,,,1,1
L10926,class,FieldSettings,org.apache.lucene.store.instantiated.FieldSettings,L10876,L103,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,7,0,0,0,0,0,0,0,,,,1,1
L10960,class,InstantiatedDocument,org.apache.lucene.store.instantiated.InstantiatedDocument,L10876,L103,2,8,7,2,3,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,1,8,7,0,0,0,0,0,0,0,,,,0,0
L10967,Class,BundleLoaderProxy,org.eclipse.osgi.framework.internal.core.BundleLoaderProxy,L10129,L103,1,18,7,1,11,0,1,0,0,0,0,0,0,0,0,0,5,5,2,0,0,11,18,0,0,0,0,0,0,0,,,,1,1
L1097,Class,TaskDataCollector,org.eclipse.mylyn.tasks.core.data.TaskDataCollector,L65232,L103,1,1,1,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,2,0,0,16,1,0,0,0,0,0,0,0,,,,0,0
L10974,class,InstantiatedTermDocumentInformation,org.apache.lucene.store.instantiated.InstantiatedTermDocumentInformation,L10876,L103,6,10,6,4,5,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,2,3,8,0,0,0,0,0,0,0,,,,0,0
L1098,Class,DefaultStartupMonitor,org.eclipse.core.runtime.internal.adaptor.DefaultStartupMonitor,L1784,L103,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,,,0,0
L10994,class,InstantiatedIndex,org.apache.lucene.store.instantiated.InstantiatedIndex,L10876,L103,4,20,12,4,7,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,2,8,20,0,0,0,0,0,0,0,,,,0,0
L11010,class,InstantiatedTerm,org.apache.lucene.store.instantiated.InstantiatedTerm,L10876,L103,4,16,14,2,4,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,2,7,9,0,0,0,0,0,0,0,,,,0,0
L11057,Class,LegacyActivityAdaptor,org.eclipse.mylyn.internal.context.core.LegacyActivityAdaptor,L9622,L103,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,,,0,0
L11160,class,InstantiatedIndexWriter,org.apache.lucene.store.instantiated.InstantiatedIndexWriter,L10876,L103,5,24,23,4,5,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,3,1,23,0,0,0,0,0,0,0,,,,1,1
L11168,class,InstantiatedIndexReader,org.apache.lucene.store.instantiated.InstantiatedIndexReader,L10876,L103,2,29,24,0,11,0,0,0,0,1,1,0,74,4,0,0,4,4,0,0,2,5,23,0,0,0,0,0,0,0,,,,1,1
L11272,class,CorruptIndexException,org.apache.lucene.index.CorruptIndexException,L24932,L103,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0
L11304,Class,Framework,org.eclipse.osgi.framework.internal.core.Framework,L10129,L103,27,62,16,4,17,0,3,0,0,0,0,0,0,0,0,0,12,12,8,0,4,10,82,0,0,0,0,0,0,0,,,,13,1
L11304,class,InstantiatedTermEnum,org.apache.lucene.store.instantiated.InstantiatedTermEnum,L10876,L103,1,7,7,0,0,0,0,0,0,1,1,0,5,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,1
L11320,Class,ManifestLocalization,org.eclipse.osgi.framework.internal.core.ManifestLocalization,L10129,L103,3,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,19,0,0,0,0,0,0,0,,,,2,1
L11321,class,InstantiatedTermDocs,org.apache.lucene.store.instantiated.InstantiatedTermDocs,L10876,L103,1,9,9,0,0,0,1,1,1,0,0,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,,,,0,0
L11327,class,InstantiatedTermPositions,org.apache.lucene.store.instantiated.InstantiatedTermPositions,L10876,L103,1,7,7,0,3,0,1,0,0,1,1,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0
L11332,Class,BundleFragment,org.eclipse.osgi.framework.internal.core.BundleFragment,L10129,L103,0,17,5,0,8,0,0,0,0,1,1,0,68,3,0,0,2,2,0,0,0,4,15,0,0,0,0,0,0,0,,,,4,1
L11337,Class,BundleHost,org.eclipse.osgi.framework.internal.core.BundleHost,L10129,L103,0,21,5,0,8,0,0,1,1,1,1,1,68,3,0,0,4,4,0,0,0,4,19,0,0,0,0,0,0,0,,,,7,1
L11337,class,InstantiatedTermPositionVector,org.apache.lucene.store.instantiated.InstantiatedTermPositionVector,L10876,L103,1,3,3,0,2,0,2,0,0,1,1,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,0,0
L11349,class,TermVectorMapper,org.apache.lucene.index.TermVectorMapper,L24932,L103,2,7,5,2,2,0,0,6,6,0,0,1,0,0,0,0,0,0,0,1,0,22,3,0,0,0,0,0,0,0,,,,0,0
L1135,Class,RepositoryQueryResultsFactory,org.eclipse.mylyn.internal.bugzilla.core.RepositoryQueryResultsFactory,L109,L103,0,2,2,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,,,,0,0
L11365,Class,SaxContextContentHandler,org.eclipse.mylyn.internal.context.core.SaxContextContentHandler,L9622,L103,6,4,4,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,9,0,0,0,0,0,0,0,,,,1,1
L11376,class,Similarity,org.apache.lucene.search.Similarity,L13758,L103,1,15,15,1,2,0,1,4,8,0,0,2,0,0,0,0,6,9,8,11,0,41,6,0,0,0,0,0,0,0,,,,1,1
L11480,Class,BundleSource,org.eclipse.osgi.framework.internal.core.BundleSource,L10129,L103,1,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,,,0,0
L11488,Class,JavaElementChangeListener,org.eclipse.pde.internal.core.JavaElementChangeListener,L1115,L103,2,13,4,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,9,0,0,0,0,0,0,0,,,,0,0
L11498,Class,BundleRepository,org.eclipse.osgi.framework.internal.core.BundleRepository,L10129,L103,2,8,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4,9,0,0,0,0,0,0,0,,,,1,1
L11499,class,TermVectorOffsetInfo,org.apache.lucene.index.TermVectorOffsetInfo,L24932,L103,2,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,17,1,0,0,0,0,0,0,0,,,,1,1
L1151,Class,TaskData,org.eclipse.mylyn.tasks.core.data.TaskData,L65232,L103,5,11,11,2,8,0,0,0,0,0,0,0,0,0,0,0,3,3,11,2,1,182,11,0,0,0,0,0,0,0,,,,0,0
L11531,Class,LoadTargetOperation,org.eclipse.pde.internal.core.LoadTargetOperation,L1115,L103,3,19,5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,47,0,0,0,0,0,0,0,,,,1,1
L11574,Class,FrameworkSecurityManager,org.eclipse.osgi.framework.internal.core.FrameworkSecurityManager,L10129,L103,1,7,5,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,,,,0,0
L11582,Class,AbstractContextLabelProvider,org.eclipse.mylyn.internal.context.ui.AbstractContextLabelProvider,L11552,L103,0,12,6,0,9,0,1,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,20,0,0,0,0,0,0,0,,,,0,0
L11609,Class,BundlePermissionCollection,org.eclipse.osgi.framework.internal.core.BundlePermissionCollection,L10129,L103,1,1,0,0,0,0,0,2,2,1,1,1,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,,,,0,0
L11632,Class,AbstractInterestManipulationAction,org.eclipse.mylyn.internal.context.ui.actions.AbstractInterestManipulationAction,L11615,L103,5,9,5,0,3,0,2,4,4,0,0,1,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,,,,0,0
L11647,Class,BundleLoader,org.eclipse.osgi.framework.internal.core.BundleLoader,L10129,L103,28,51,8,0,16,0,1,1,1,0,0,1,0,0,0,0,3,3,2,0,7,8,88,0,0,0,0,0,0,0,,,,4,1
L11658,Class,BundleContextImpl,org.eclipse.osgi.framework.internal.core.BundleContextImpl,L10129,L103,5,39,24,0,16,0,2,0,0,0,0,0,0,0,0,0,5,5,2,0,3,11,62,0,0,0,0,0,0,0,,,,4,1
L11658,Class,TargetPlatformResetJob,org.eclipse.pde.internal.core.TargetPlatformResetJob,L1115,L103,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,,,,0,0
L11676,Class,ContextActiveActionFilter,org.eclipse.mylyn.internal.context.ui.actions.ContextActiveActionFilter,L11615,L103,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,0,0
L11683,Class,ContextAttachAction,org.eclipse.mylyn.internal.context.ui.actions.ContextAttachAction,L11615,L103,1,6,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,,,,0,0
L11695,Class,FilterImpl,org.eclipse.osgi.framework.internal.core.FilterImpl,L10129,L103,15,32,10,1,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,42,0,0,0,0,0,0,0,,,,5,1
L11704,Class,MinimalState,org.eclipse.pde.internal.core.MinimalState,L1115,L103,11,25,11,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,3,29,0,0,0,0,0,0,0,,,,2,1
L11712,Class,ContextAttachWizard,org.eclipse.mylyn.internal.context.ui.wizards.ContextAttachWizard,L13785,L103,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,,,,0,0
L11720,Class,AbstractTask,org.eclipse.mylyn.internal.tasks.core.AbstractTask,L24357,L103,25,71,67,28,35,0,1,3,3,2,2,1,18,2,0,0,3,3,13,1,4,66,54,0,0,0,0,0,0,0,,,,0,0
L11733,Class,ContextClearAction,org.eclipse.mylyn.internal.context.ui.actions.ContextClearAction,L11615,L103,2,5,5,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,,,,0,0
L11735,Class,TaskContextAction,org.eclipse.mylyn.internal.context.ui.actions.TaskContextAction,L11615,L103,1,2,1,0,1,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,,,,0,0
L11738,Class,AliasMapper,org.eclipse.osgi.framework.internal.core.AliasMapper,L10129,L103,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,6,0,0,0,0,0,0,0,,,,0,0
L117505,Class,CheckDebugAttributes,org.eclipse.jdt.core.CheckDebugAttributes,L92879,L103,2,4,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,,,,0,0
L117523,Class,JDTCompilerAdapter,org.eclipse.jdt.core.JDTCompilerAdapter,L92879,L103,10,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,,,,0,0
L117597,Class,BatchCompiler,org.eclipse.jdt.core.compiler.batch.BatchCompiler,L117592,L103,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,,0,0
L11762,Class,Tokenizer,org.eclipse.osgi.framework.internal.core.Tokenizer,L10129,L103,3,6,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,0,0
L117634,Class,CharOperation,org.eclipse.jdt.core.compiler.CharOperation,L117578,L103,3,67,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,,,,0,0
L11770,Class,ContextCopyAction,org.eclipse.mylyn.internal.context.ui.actions.ContextCopyAction,L11615,L103,1,5,5,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,,,,0,0
L11771,Class,BundleCombinedPermissions,org.eclipse.osgi.framework.internal.core.BundleCombinedPermissions,L10129,L103,3,9,4,3,0,0,0,0,0,2,2,0,1,1,0,0,4,4,0,0,1,0,8,0,0,0,0,0,0,0,,,,0,0
L11783,Class,ConditionalPermissions,org.eclipse.osgi.framework.internal.core.ConditionalPermissions,L10129,L103,4,9,4,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,1,1,7,0,0,0,0,0,0,0,,,,0,0
L11787,Class,ConditionalPermissionSet,org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet,L10129,L103,3,10,4,0,2,0,0,0,0,2,2,0,1,1,0,0,4,4,1,0,1,1,9,0,0,0,0,0,0,0,,,,0,0
L11787,Class,Headers,org.eclipse.pde.internal.core.util.Headers,L18133,L103,4,23,20,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,,,,0,0
L11797,Class,TaskSelectionDialog,org.eclipse.mylyn.internal.tasks.ui.actions.TaskSelectionDialog,L29174,L103,19,20,9,4,5,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,7,0,19,0,0,0,0,0,0,0,,,,0,0
L11811,Class,ConditionalPermissionInfoImpl,org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl,L10129,L103,8,12,7,1,5,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,2,6,15,0,0,0,0,0,0,0,,,,0,0
L11823,class,InstantiatedTermFreqVector,org.apache.lucene.store.instantiated.InstantiatedTermFreqVector,L10876,L103,4,9,9,0,4,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,8,0,0,0,0,0,0,0,,,,0,0
L11824,Class,ContextRetrieveAction,org.eclipse.mylyn.internal.context.ui.actions.ContextRetrieveAction,L11615,L103,1,6,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,,,,0,0
L11826,Class,ModelFileAdapter,org.eclipse.pde.internal.core.ModelFileAdapter,L1115,L103,0,2,2,0,1,0,0,0,0,2,2,0,11,3,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,,,,0,0
L11845,Class,ContextRetrieveWizard,org.eclipse.mylyn.internal.context.ui.wizards.ContextRetrieveWizard,L13785,L103,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,,,,0,0
L11857,Class,FocusOutlineAction,org.eclipse.mylyn.internal.context.ui.actions.FocusOutlineAction,L11615,L103,1,6,5,0,2,0,0,0,0,2,2,0,30,14,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,,,,0,0
L11859,Class,AbstractFocusViewAction,org.eclipse.mylyn.context.ui.AbstractFocusViewAction,L60875,L103,14,30,16,2,9,0,3,6,15,1,1,3,0,0,0,0,2,2,3,0,6,0,29,0,0,0,0,0,0,0,,,,1,1
L1186,Class,RepositoryConfigurationFactory,org.eclipse.mylyn.internal.bugzilla.core.RepositoryConfigurationFactory,L109,L103,0,2,2,0,1,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,0,0
L11861,Class,BaseProject,org.eclipse.pde.internal.core.natures.BaseProject,L11854,L103,1,8,3,2,3,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,,,,0,0
L11867,Class,InterestFilter,org.eclipse.mylyn.context.ui.InterestFilter,L60875,L103,1,8,4,1,5,0,0,2,4,1,1,2,0,0,0,0,1,1,3,0,1,8,11,0,0,0,0,0,0,0,,,,0,0
L118728,Class,AnnotationBinding,org.eclipse.jdt.core.dom.AnnotationBinding,L118480,L103,1,16,14,0,14,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,12,0,0,0,0,0,0,0,,,,2,1
L118736,Class,BindingResolver,org.eclipse.jdt.core.dom.BindingResolver,L118480,L103,0,53,2,0,13,0,0,1,1,0,0,1,0,0,0,0,9,9,0,0,0,15,97,0,0,0,0,0,0,0,,,,0,0
L118753,Class,MemberValuePairBinding,org.eclipse.jdt.core.dom.MemberValuePairBinding,L118480,L103,3,19,14,0,13,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,15,0,0,0,0,0,0,0,,,,0,0
L118762,Class,DefaultValuePairBinding,org.eclipse.jdt.core.dom.DefaultValuePairBinding,L118480,L103,0,6,5,0,5,0,0,0,0,1,1,0,19,3,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,,,,0,0
L118768,Class,DefaultBindingResolver,org.eclipse.jdt.core.dom.DefaultBindingResolver,L118480,L103,5,58,2,0,17,0,0,0,0,1,1,0,53,0,0,0,0,1,1,0,2,0,110,0,0,0,0,0,0,0,,,,1,1
L11879,Class,AbstractContextUiBridge,org.eclipse.mylyn.context.ui.AbstractContextUiBridge,L60875,L103,0,7,7,0,4,0,0,6,6,0,0,1,0,0,0,0,0,0,1,0,0,10,11,0,0,0,0,0,0,0,,,,0,0
L11883,Class,FeatureProject,org.eclipse.pde.internal.core.natures.FeatureProject,L11854,L103,0,3,3,0,0,0,0,0,0,2,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0
L118850,Class,SimplePropertyDescriptor,org.eclipse.jdt.core.dom.SimplePropertyDescriptor,L118480,L103,2,3,2,0,2,0,0,0,0,1,1,0,7,2,0,0,25,25,0,0,1,53,4,0,0,0,0,0,0,0,,,,0,0
L118872,Class,ASTMatcher,org.eclipse.jdt.core.dom.ASTMatcher,L118480,L103,1,89,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,174,0,0,0,0,0,0,0,,,,0,0
L1189,Class,AbstractModel,org.eclipse.pde.internal.core.AbstractModel,L1115,L103,6,22,18,2,10,0,3,7,35,1,1,5,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,,,,0,0
L11894,Class,PDE,org.eclipse.pde.internal.core.natures.PDE,L11854,L103,8,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,,,,0,0
L11906,Class,PluginProject,org.eclipse.pde.internal.core.natures.PluginProject,L11854,L103,0,3,3,0,0,0,0,0,0,2,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0
