ID,Type,Name,LongName,Parent,Component,NumAttr,NumOps,NumPubOps,Setters,Getters,Nesting,IFImpl,NOC,NumDesc,NumAnc,DIT,CLD,OpsInh,AttrInh,Dep_Out,Dep_In,NumAssEl_ssc,NumAssEl_sb,NumAssEl_nsb,EC_Attr,IC_Attr,EC_Par,IC_Par,Connectors,InstSpec,LLInst,MsgSent,MsgRecv,MsgSelf,Diags,Assoc,NumDirClients,NumIndClients,BugNo,Label
L10550,class,TrueFileFilter.java,org.apache.commons.io.filefilter.TrueFileFilter,L10529,L103,0,3,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,,,,1,1
L10551,class,WildcardFileFilter.java,org.apache.commons.io.filefilter.WildcardFileFilter,L10529,L103,1,8,8,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,0,,,,3,1
L10552,class,WildcardFilter.java,org.apache.commons.io.filefilter.WildcardFilter,L10529,L103,1,5,5,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,,,,2,1
L11146,Class,SelectionComponent.java,org.argouml.uml.diagram.deployment.ui.SelectionComponent,L11132,L103,0,1,1,0,0,0,0,0,0,4,4,0,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1
L11147,Class,SelectionComponentInstance.java,org.argouml.uml.diagram.deployment.ui.SelectionComponentInstance,L11132,L103,4,7,1,0,6,0,0,0,0,2,2,0,21,9,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,,,,1,1
L121,Class,ActionAddStereotype.java,org.argouml.uml.ActionAddStereotype,L120,L103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,1
L123,interface,BinaryDecoder.java,org.apache.commons.codec.BinaryDecoder,L122,L103,,1,,,,,,,0,1,,,,,,,,,,0,,0,0,,,,,,,0,0,6,0,1,1
L12339,Class,SequenceDiagramGraphModel.java,org.argouml.uml.diagram.sequence.SequenceDiagramGraphModel,L12337,L103,11,18,18,3,5,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,14,9,0,0,0,0,0,0,0,,,,1,1
L124,interface,BinaryEncoder.java,org.apache.commons.codec.BinaryEncoder,L122,L103,,1,,,,,,,0,1,,,,,,,,,,0,,1,0,,,,,,,0,0,6,0,1,1
L125,interface,Decoder.java,org.apache.commons.codec.Decoder,L122,L103,,1,,,,,,,2,0,,,,,,,,,,0,,0,2,,,,,,,0,0,1,11,1,1
L126,class,DecoderException.java,org.apache.commons.codec.DecoderException,L122,L103,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,1
L128,class,EncoderException.java,org.apache.commons.codec.EncoderException,L122,L103,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,1
L128,Class,PredicateFind.java,org.argouml.uml.PredicateFind,L120,L103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,1
L130,interface,StringEncoder.java,org.apache.commons.codec.StringEncoder,L122,L103,,1,,,,,,,0,1,,,,,,,,,,0,,7,2,,,,,,,0,1,9,0,1,1
L131,class,StringEncoderComparator.java,org.apache.commons.codec.StringEncoderComparator,L122,L103,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,,,,1,1
L13190,class,ByteArrayOutputStream.java,org.apache.commons.io.output.ByteArrayOutputStream,L13189,L103,6,13,11,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,,,,1,1
L13192,class,DeferredFileOutputStream.java,org.apache.commons.io.output.DeferredFileOutputStream,L13189,L103,3,8,6,0,4,0,0,0,0,2,2,0,12,3,0,0,1,1,0,0,2,0,4,0,0,0,0,0,0,0,,,,1,1
L13195,class,NullOutputStream.java,org.apache.commons.io.output.NullOutputStream,L13189,L103,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1
L13196,class,NullWriter.java,org.apache.commons.io.output.NullWriter,L13189,L103,0,8,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,1,1
L13200,class,ThresholdingOutputStream.java,org.apache.commons.io.output.ThresholdingOutputStream,L13189,L103,3,12,9,0,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,2,1
L13728,Class,FigCompositeState.java,org.argouml.uml.diagram.state.ui.FigCompositeState,L13719,L103,7,15,14,5,6,0,0,0,0,3,3,0,117,28,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,,,,1,1
L142,class,Base64.java,org.apache.commons.codec.binary.Base64,L141,L103,12,12,9,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,13,1
L144,class,Hex.java,org.apache.commons.codec.binary.Hex,L141,L103,1,7,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,3,1
L15275,class,LogFactory.java,org.apache.commons.logging.LogFactory,L15272,L103,13,34,13,1,15,0,0,2,2,0,0,1,0,0,0,0,0,3,0,0,4,0,49,0,0,0,0,0,0,0,,,,2,1
L15299,class,Log4JLogger.java,org.apache.commons.logging.impl.Log4JLogger,L15295,L103,4,22,22,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,,,,1,1
L15300,class,LogFactoryImpl.java,org.apache.commons.logging.impl.LogFactoryImpl,L15295,L103,24,31,8,1,17,0,0,0,0,1,1,0,34,13,0,0,0,0,0,0,5,0,41,0,0,0,0,0,0,0,,,,2,1
L1552,class,QuotedPrintableCodec.java,org.apache.commons.codec.net.QuotedPrintableCodec,L1549,L103,5,14,13,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,,,,1,1
L1553,class,RFC1522Codec.java,org.apache.commons.codec.net.RFC1522Codec,L1549,L103,0,5,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,1,1
L1555,class,URLCodec.java,org.apache.commons.codec.net.URLCodec,L1549,L103,3,14,14,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,0,0,0,0,0,0,0,,,,2,1
L16021,Class,SelectionClass.java,org.argouml.uml.diagram.static_structure.ui.SelectionClass,L15997,L103,0,1,1,0,0,0,0,0,0,4,4,0,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,1
L16022,Class,SelectionComment.java,org.argouml.uml.diagram.static_structure.ui.SelectionComment,L15997,L103,8,10,2,0,8,0,0,0,0,2,2,0,21,9,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,,,,1,1
L16026,Class,SelectionGeneralizableElement.java,org.argouml.uml.diagram.static_structure.ui.SelectionGeneralizableElement,L15997,L103,0,3,1,0,2,0,0,0,0,3,3,0,28,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,2,1
L16027,Class,SelectionInterface.java,org.argouml.uml.diagram.static_structure.ui.SelectionInterface,L15997,L103,4,7,2,0,5,0,0,3,4,2,2,2,21,9,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,,,,2,1
L16029,Class,SelectionStereotype.java,org.argouml.uml.diagram.static_structure.ui.SelectionStereotype,L15997,L103,0,3,1,0,2,0,0,0,0,3,3,0,28,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,3,1
L17825,Class,ActionAddNote.java,org.argouml.uml.diagram.ui.ActionAddNote,L17814,L103,0,5,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,1,1
L17826,Class,ActionAddStereotype.java,org.argouml.uml.diagram.ui.ActionAddStereotype,L17814,L103,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,1,1
L17831,Class,ActionModifierAbstract.java,org.argouml.uml.diagram.ui.ActionModifierAbstract,L17814,L103,1,7,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,,1,1
L17832,Class,ActionModifierActive.java,org.argouml.uml.diagram.ui.ActionModifierActive,L17814,L103,1,3,1,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,1,1
L17833,Class,ActionModifierLeaf.java,org.argouml.uml.diagram.ui.ActionModifierLeaf,L17814,L103,1,3,1,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,1,1
L17834,Class,ActionModifierRoot.java,org.argouml.uml.diagram.ui.ActionModifierRoot,L17814,L103,1,3,1,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,1,1
L17850,Class,ActionVisibilityPackage.java,org.argouml.uml.diagram.ui.ActionVisibilityPackage,L17814,L103,0,1,1,0,0,0,0,0,0,3,3,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,1
L17851,Class,ActionVisibilityPrivate.java,org.argouml.uml.diagram.ui.ActionVisibilityPrivate,L17814,L103,1,3,1,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,1
L17852,Class,ActionVisibilityProtected.java,org.argouml.uml.diagram.ui.ActionVisibilityProtected,L17814,L103,1,3,1,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,1
L17853,Class,ActionVisibilityPublic.java,org.argouml.uml.diagram.ui.ActionVisibilityPublic,L17814,L103,1,3,1,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,1
L17861,Class,CompartmentFigText.java,org.argouml.uml.diagram.ui.CompartmentFigText,L17814,L103,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,1,1
L17867,Class,FigAssociation.java,org.argouml.uml.diagram.ui.FigAssociation,L17814,L103,1,2,2,0,0,0,0,1,1,3,3,1,92,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,3,1
L17876,Class,FigEdgeModelElement.java,org.argouml.uml.diagram.ui.FigEdgeModelElement,L17814,L103,2,9,5,3,1,0,5,0,0,2,2,0,84,7,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,,,,4,1
L17887,Class,FigNodeAssociation.java,org.argouml.uml.diagram.ui.FigNodeAssociation,L17814,L103,0,2,1,0,1,0,0,0,0,4,4,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1
L17888,Class,FigNodeModelElement.java,org.argouml.uml.diagram.ui.FigNodeModelElement,L17814,L103,4,16,13,5,6,0,0,0,0,2,2,0,111,27,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,,,,5,1
L17893,Class,FigSingleLineText.java,org.argouml.uml.diagram.ui.FigSingleLineText,L17814,L103,1,2,2,0,0,0,0,0,0,4,4,0,94,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,4,1
L17902,Class,ModeCreateAssociationEnd.java,org.argouml.uml.diagram.ui.ModeCreateAssociationEnd,L17814,L103,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,,,,1,1
L17916,Class,SelectionNodeClarifiers2.java,org.argouml.uml.diagram.ui.SelectionNodeClarifiers2,L17814,L103,0,6,1,0,5,0,0,0,0,2,2,0,21,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,1,1
L17923,Class,TabDiagram.java,org.argouml.uml.diagram.ui.TabDiagram,L17814,L103,2,4,4,1,0,0,0,0,0,5,5,0,60,23,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,,,1,1
L18575,class,FTP.java,org.apache.commons.net.ftp.FTP,L18572,L103,26,57,54,1,5,0,0,1,1,3,3,1,90,35,0,0,0,1,0,0,5,0,32,0,0,0,0,0,0,0,,,,1,1
L18576,class,FTPClient.java,org.apache.commons.net.ftp.FTPClient,L18572,L103,16,81,71,9,9,0,1,0,0,4,4,0,147,61,0,0,4,5,0,0,1,0,84,0,0,0,0,0,0,0,,,,3,1
L18577,class,FTPClientConfig.java,org.apache.commons.net.ftp.FTPClientConfig,L18572,L103,13,18,17,5,8,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,19,25,0,0,0,0,0,0,0,,,,2,1
L18582,class,FTPFileEntryParserImpl.java,org.apache.commons.net.ftp.FTPFileEntryParserImpl,L18572,L103,0,5,5,0,0,0,2,2,13,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,1,1
L19995,class,DefaultFTPFileEntryParserFactory.java,org.apache.commons.net.ftp.parser.DefaultFTPFileEntryParserFactory,L19992,L103,0,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,,3,1
L19999,class,FTPTimestampParserImpl.java,org.apache.commons.net.ftp.parser.FTPTimestampParserImpl,L19992,L103,2,12,9,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,,,,7,1
L20006,class,UnixFTPEntryParser.java,org.apache.commons.net.ftp.parser.UnixFTPEntryParser,L19992,L103,5,4,3,0,1,0,0,1,1,3,3,1,14,3,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,,,,1,1
L20007,class,VMSFTPEntryParser.java,org.apache.commons.net.ftp.parser.VMSFTPEntryParser,L19992,L103,2,7,5,0,2,0,0,1,1,3,3,1,14,3,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,,,,1,1
L2103,class,DelegatingConnection.java,org.apache.commons.dbcp.DelegatingConnection,L2093,L103,2,47,43,9,12,0,1,4,4,1,1,1,14,5,0,0,4,5,0,0,1,3,43,0,0,0,0,0,0,0,,,,1,1
L2112,class,PoolingConnection.java,org.apache.commons.dbcp.PoolingConnection,L2093,L103,1,14,11,0,0,0,2,0,0,2,2,0,61,7,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,,,,1,1
L2113,class,PoolingDataSource.java,org.apache.commons.dbcp.PoolingDataSource,L2093,L103,3,11,11,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,,,,2,1
L21426,class,NewsgroupInfo.java,org.apache.commons.net.nntp.NewsgroupInfo,L21422,L103,9,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,,,,1,1
L21428,class,NNTPClient.java,org.apache.commons.net.nntp.NNTPClient,L21422,L103,0,48,40,0,0,0,0,0,0,2,2,0,67,15,0,0,0,0,1,0,0,1,73,0,0,0,0,0,0,0,,,,2,1
L22281,class,NtpV3Impl.java,org.apache.commons.net.ntp.NtpV3Impl,L22278,L103,20,43,34,13,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,,,,1,1
L22507,Class,SelectionActor.java,org.argouml.uml.diagram.use_case.ui.SelectionActor,L22500,L103,0,1,1,0,0,0,0,0,0,4,4,0,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1
L22508,Class,SelectionUseCase.java,org.argouml.uml.diagram.use_case.ui.SelectionUseCase,L22500,L103,5,7,1,0,6,0,0,0,0,2,2,0,21,9,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,,,,2,1
L23212,Class,SequenceDiagramGraphModel.java,org.argouml.uml.diagram.sequence2.SequenceDiagramGraphModel,L23210,L103,1,4,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,,,,1,1
L23347,Class,FigClassifierRole.java,org.argouml.uml.diagram.sequence2.ui.FigClassifierRole,L23344,L103,0,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,1,1
L23351,Class,FigMessage.java,org.argouml.uml.diagram.sequence2.ui.FigMessage,L23344,L103,5,9,1,2,2,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,2,0,7,0,0,0,0,0,0,0,,,,1,1
L23797,class,Telnet.java,org.apache.commons.net.telnet.Telnet,L23792,L103,25,45,2,0,0,0,0,1,3,1,1,3,26,7,0,0,2,2,0,0,3,0,4,0,0,0,0,0,0,0,,,,1,1
L23800,class,TelnetInputStream.java,org.apache.commons.net.telnet.TelnetInputStream,L23792,L103,23,12,7,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,4,0,0,0,0,0,0,0,,,,1,1
L24811,Class,AbstractActionNewModelElement.java,org.argouml.uml.ui.AbstractActionNewModelElement,L24807,L103,0,9,8,1,1,0,1,12,12,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,,1,1
L24813,Class,ActionActivityDiagram.java,org.argouml.uml.ui.ActionActivityDiagram,L24807,L103,2,7,5,2,3,0,0,12,12,1,1,1,0,0,0,0,1,1,0,0,1,3,5,0,0,0,0,0,0,0,,,,2,1
L24814,Class,ActionAddDiagram.java,org.argouml.uml.ui.ActionAddDiagram,L24807,L103,1,2,1,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,2,1
L24822,Class,ActionDeleteModelElements.java,org.argouml.uml.ui.ActionDeleteModelElements,L24807,L103,2,6,4,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,,,,2,1
L24840,Class,ActionNewDiagram.java,org.argouml.uml.ui.ActionNewDiagram,L24807,L103,0,4,3,0,2,0,0,0,0,2,2,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,3,1
L24847,Class,ActionSaveAllGraphics.java,org.argouml.uml.ui.ActionSaveAllGraphics,L24807,L103,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,2,1
L24854,Class,ActionStateDiagram.java,org.argouml.uml.ui.ActionStateDiagram,L24807,L103,1,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,3,1
L24859,Class,PropPanel.java,org.argouml.uml.ui.PropPanel,L24807,L103,0,2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,3,1
L24861,Class,PropPanelFactoryManager.java,org.argouml.uml.ui.PropPanelFactoryManager,L24807,L103,8,44,25,4,9,0,3,5,103,2,2,6,11,6,0,0,0,0,0,0,7,16,61,0,0,0,0,0,0,0,,,,1,1
L24870,Class,TabProps.java,org.argouml.uml.ui.TabProps,L24807,L103,1,4,3,0,0,0,0,0,0,3,3,0,55,14,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,,,3,1
L24879,Class,UMLComboBox2.java,org.argouml.uml.ui.UMLComboBox2,L24807,L103,2,8,8,1,1,0,2,15,17,1,1,2,0,0,0,0,0,1,0,0,2,1,9,0,0,0,0,0,0,0,,,,1,1
L24881,Class,UMLComboBoxModel2.java,org.argouml.uml.ui.UMLComboBoxModel2,L24807,L103,6,12,11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,15,0,0,0,0,0,0,0,,,,2,1
L24882,Class,UMLComboBoxNavigator.java,org.argouml.uml.ui.UMLComboBoxNavigator,L24807,L103,10,40,18,4,14,0,4,25,28,1,1,2,0,0,0,0,1,2,0,0,4,14,33,0,0,0,0,0,0,0,,,,1,1
L24895,Class,UMLList2.java,org.argouml.uml.ui.UMLList2,L24807,L103,2,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,,,,1,1
L24904,Class,UMLMutableLinkedList.java,org.argouml.uml.ui.UMLMutableLinkedList,L24807,L103,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1
L24955,class,TFTPClient.java,org.apache.commons.net.tftp.TFTPClient,L24952,L103,2,11,11,1,1,0,0,0,0,2,2,0,22,15,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,,,,3,1
L24961,class,TFTPRequestPacket.java,org.apache.commons.net.tftp.TFTPRequestPacket,L24952,L103,4,6,3,0,2,0,0,2,2,1,1,1,9,10,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,,,,1,1
L2746,Class,JavaImport.java,org.argouml.uml.reveng.java.JavaImport,L2741,L103,1,9,4,1,5,0,0,3,3,0,0,1,0,0,0,0,1,1,0,0,1,5,12,0,0,0,0,0,0,0,,,,1,1
L28339,Class,ButtonActionNewGuard.java,org.argouml.uml.ui.behavior.state_machines.ButtonActionNewGuard,L28317,L103,0,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,1
L30232,Class,ActionAddAttribute.java,org.argouml.uml.ui.foundation.core.ActionAddAttribute,L30230,L103,0,6,1,0,4,0,0,0,0,2,2,0,15,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,1
L30236,Class,ActionAddEnumerationLiteral.java,org.argouml.uml.ui.foundation.core.ActionAddEnumerationLiteral,L30230,L103,0,2,2,0,0,0,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,1
L30238,Class,ActionAddOperation.java,org.argouml.uml.ui.foundation.core.ActionAddOperation,L30230,L103,0,2,2,0,0,0,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,1
L30275,Class,PropPanelAttribute.java,org.argouml.uml.ui.foundation.core.PropPanelAttribute,L30230,L103,0,4,4,1,1,1,0,0,0,1,1,0,11,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,1,1
L30291,Class,PropPanelModelElement.java,org.argouml.uml.ui.foundation.core.PropPanelModelElement,L30230,L103,1,4,4,1,1,0,0,0,0,1,1,0,11,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,,,,4,1
